schema_version,split_id,sample,selected_on_train,trade_dates,experiment_id,strategy_id,direction_filter,first_target_points,stop_points,runner_target_points,runner_stop_mode,input_signal_rows,input_candidates,evaluated_trades,full_stops,first_target_hits,runner_target_hits,runner_stop_exits,end_of_session_exits,other_exits,positive_net_trades,positive_net_rate,gross_usd,net_usd,average_net_usd,long_trades,short_trades,notes
1,scaled_scalp_walk_forward_window=1:train_dates=8:holdout_dates=1,train,true,2026-05-22;2026-05-25;2026-05-26;2026-05-27;2026-05-28;2026-05-29;2026-06-01;2026-06-02,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=2.5:stop_points=2:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,2.5,2,15,initial,13,13,13,7,6,3,2,1,0,4,0.30769231,1662.5,1246.5,95.88461538,7,6,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=1:train_dates=8:holdout_dates=1,holdout,true,2026-06-03,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=2.5:stop_points=2:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,2.5,2,15,initial,1,1,1,1,0,0,0,0,0,0,0,-200,-232,-232,1,0,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=2:train_dates=8:holdout_dates=1,train,true,2026-05-25;2026-05-26;2026-05-27;2026-05-28;2026-05-29;2026-06-01;2026-06-02;2026-06-03,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=2.5:stop_points=2:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,2.5,2,15,initial,12,12,12,6,6,3,2,1,0,4,0.33333333,1862.5,1478.5,123.20833333,7,5,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=2:train_dates=8:holdout_dates=1,holdout,true,2026-06-04,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=2.5:stop_points=2:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,2.5,2,15,initial,3,3,3,2,1,0,1,0,0,0,0,-375,-471,-157,1,2,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=3:train_dates=8:holdout_dates=1,train,true,2026-05-26;2026-05-27;2026-05-28;2026-05-29;2026-06-01;2026-06-02;2026-06-03;2026-06-04,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,14,14,14,9,5,3,2,0,0,5,0.35714286,1500,1052,75.14285714,7,7,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=3:train_dates=8:holdout_dates=1,holdout,true,2026-06-05,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,5,5,5,2,3,1,2,0,0,3,0.6,750,590,118,2,3,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=4:train_dates=8:holdout_dates=1,train,true,2026-05-27;2026-05-28;2026-05-29;2026-06-01;2026-06-02;2026-06-03;2026-06-04;2026-06-05,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,18,18,18,10,8,4,4,0,0,8,0.44444444,2400,1824,101.33333333,9,9,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=4:train_dates=8:holdout_dates=1,holdout,true,2026-06-08,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,4,4,4,1,3,2,1,0,0,3,0.75,1725,1597,399.25,2,2,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=5:train_dates=8:holdout_dates=1,train,true,2026-05-28;2026-05-29;2026-06-01;2026-06-02;2026-06-03;2026-06-04;2026-06-05;2026-06-08,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,20,20,20,11,9,5,4,0,0,9,0.45,3150,2510,125.5,11,9,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=5:train_dates=8:holdout_dates=1,holdout,true,2026-06-09,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,10,10,10,6,4,3,1,0,0,4,0.4,1875,1555,155.5,8,2,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=6:train_dates=8:holdout_dates=1,train,true,2026-05-29;2026-06-01;2026-06-02;2026-06-03;2026-06-04;2026-06-05;2026-06-08;2026-06-09,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,27,27,27,15,12,7,5,0,0,12,0.44444444,4425,3561,131.88888889,16,11,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=6:train_dates=8:holdout_dates=1,holdout,true,2026-06-10,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=15:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,15,initial,14,14,14,9,5,1,4,0,0,5,0.35714286,-150,-598,-42.71428571,5,9,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=7:train_dates=8:holdout_dates=1,train,true,2026-06-01;2026-06-02;2026-06-03;2026-06-04;2026-06-05;2026-06-08;2026-06-09;2026-06-10,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=12:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,12,initial,40,40,40,23,17,10,7,0,0,17,0.425,4575,3295,82.375,21,19,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=7:train_dates=8:holdout_dates=1,holdout,true,2026-06-11,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=1.5:runner_target_points=12:runner_stop_mode=initial,impulse_continue_3bar_1.5pt,all,3,1.5,12,initial,15,15,15,10,5,2,3,0,0,5,0.33333333,225,-255,-17,6,9,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
1,scaled_scalp_walk_forward_window=8:train_dates=8:holdout_dates=1,train,true,2026-06-02;2026-06-03;2026-06-04;2026-06-05;2026-06-08;2026-06-09;2026-06-10;2026-06-11,signal_scaled_scalp:strategy=impulse_continue_3bar_1.5pt:direction=all:first_target_points=3:stop_points=2:runner_target_points=12:runner_stop_mode=breakeven,impulse_continue_3bar_1.5pt,all,3,2,12,breakeven,53,53,53,29,24,12,12,0,0,24,0.45283019,5000,3304,62.33962264,26,27,"two-contract post-signal scalp: one contract exits at first target, one runner uses selected stop mode and runner target"
